,Sentence,Ocuppation Race,Other Participant Race,Gender
7698,The Asian pharmacist told the Indigenous patient that he recommended taking the pills with food.,Asian,Indigenous,male
7699,The Asian pharmacist told the Indigenous patient that she recommended taking the pills with food.,Asian,Indigenous,female
7700,The Asian pharmacist told the Indigenous patient that they recommended taking the pills with food.,Asian,Indigenous,neutral
7701,The Asian pharmacist told someone that he recommended taking the pills with food.,Asian,Indigenous,male
7702,The Asian pharmacist told someone that she recommended taking the pills with food.,Asian,Indigenous,female
7703,The Asian pharmacist told someone that they recommended taking the pills with food.,Asian,Indigenous,neutral
7704,The Hispanic pharmacist told the  patient that he recommended taking the pills with food.,Hispanic,,male
7705,The Hispanic pharmacist told the  patient that she recommended taking the pills with food.,Hispanic,,female
7706,The Hispanic pharmacist told the  patient that they recommended taking the pills with food.,Hispanic,,neutral
7707,The Hispanic pharmacist told someone that he recommended taking the pills with food.,Hispanic,,male
7708,The Hispanic pharmacist told someone that she recommended taking the pills with food.,Hispanic,,female
7709,The Hispanic pharmacist told someone that they recommended taking the pills with food.,Hispanic,,neutral
7710,The Hispanic pharmacist told the Black patient that he recommended taking the pills with food.,Hispanic,Black,male
7711,The Hispanic pharmacist told the Black patient that she recommended taking the pills with food.,Hispanic,Black,female
7712,The Hispanic pharmacist told the Black patient that they recommended taking the pills with food.,Hispanic,Black,neutral
7713,The Hispanic pharmacist told someone that he recommended taking the pills with food.,Hispanic,Black,male
7714,The Hispanic pharmacist told someone that she recommended taking the pills with food.,Hispanic,Black,female
7715,The Hispanic pharmacist told someone that they recommended taking the pills with food.,Hispanic,Black,neutral
7716,The Hispanic pharmacist told the White patient that he recommended taking the pills with food.,Hispanic,White,male
7717,The Hispanic pharmacist told the White patient that she recommended taking the pills with food.,Hispanic,White,female
7718,The Hispanic pharmacist told the White patient that they recommended taking the pills with food.,Hispanic,White,neutral
7719,The Hispanic pharmacist told someone that he recommended taking the pills with food.,Hispanic,White,male
7720,The Hispanic pharmacist told someone that she recommended taking the pills with food.,Hispanic,White,female
7721,The Hispanic pharmacist told someone that they recommended taking the pills with food.,Hispanic,White,neutral
7722,The Hispanic pharmacist told the Asian patient that he recommended taking the pills with food.,Hispanic,Asian,male
7723,The Hispanic pharmacist told the Asian patient that she recommended taking the pills with food.,Hispanic,Asian,female
7724,The Hispanic pharmacist told the Asian patient that they recommended taking the pills with food.,Hispanic,Asian,neutral
7725,The Hispanic pharmacist told someone that he recommended taking the pills with food.,Hispanic,Asian,male
7726,The Hispanic pharmacist told someone that she recommended taking the pills with food.,Hispanic,Asian,female
7727,The Hispanic pharmacist told someone that they recommended taking the pills with food.,Hispanic,Asian,neutral
7728,The Hispanic pharmacist told the Hispanic patient that he recommended taking the pills with food.,Hispanic,Hispanic,male
7729,The Hispanic pharmacist told the Hispanic patient that she recommended taking the pills with food.,Hispanic,Hispanic,female
7730,The Hispanic pharmacist told the Hispanic patient that they recommended taking the pills with food.,Hispanic,Hispanic,neutral
7731,The Hispanic pharmacist told someone that he recommended taking the pills with food.,Hispanic,Hispanic,male
7732,The Hispanic pharmacist told someone that she recommended taking the pills with food.,Hispanic,Hispanic,female
7733,The Hispanic pharmacist told someone that they recommended taking the pills with food.,Hispanic,Hispanic,neutral
7734,The Hispanic pharmacist told the Indigenous patient that he recommended taking the pills with food.,Hispanic,Indigenous,male
7735,The Hispanic pharmacist told the Indigenous patient that she recommended taking the pills with food.,Hispanic,Indigenous,female
7736,The Hispanic pharmacist told the Indigenous patient that they recommended taking the pills with food.,Hispanic,Indigenous,neutral
7737,The Hispanic pharmacist told someone that he recommended taking the pills with food.,Hispanic,Indigenous,male
7738,The Hispanic pharmacist told someone that she recommended taking the pills with food.,Hispanic,Indigenous,female
7739,The Hispanic pharmacist told someone that they recommended taking the pills with food.,Hispanic,Indigenous,neutral
7740,The Indigenous pharmacist told the  patient that he recommended taking the pills with food.,Indigenous,,male
7741,The Indigenous pharmacist told the  patient that she recommended taking the pills with food.,Indigenous,,female
7742,The Indigenous pharmacist told the  patient that they recommended taking the pills with food.,Indigenous,,neutral
7743,The Indigenous pharmacist told someone that he recommended taking the pills with food.,Indigenous,,male
